日付,借方名称,金額,摘要,file,rows
2014-05-31,会議費,3130.0,社長カード決済　カフェ・コットン・クラブ　打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2036
2014-06-04,会議費,2829.0,社長カード決済　サンシャインシティ　アルパ　打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2037
2014-06-07,会議費,7473.0,社長カード決済　Dona 宮益坂店　打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2038
2014-07-01,会議費,1963.0,デリズ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2050
2014-07-06,会議費,4799.0,PIZZA SALVATORE CUOMO　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2054
2014-07-07,会議費,3760.0,デリズ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2057
2014-07-08,会議費,3359.0,ロイヤルホスト西葛西　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2058
2014-07-08,会議費,1760.0,ティーヌン　青山　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2059
2014-07-10,会議費,5398.0,PIZZA SALVATORE CUOMO　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2060
2014-07-11,会議費,5556.0,渋谷Jクラブ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2065
2014-07-11,会議費,6056.0,天厨菜館　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2066
2014-07-15,会議費,2778.0,China Garden　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2072
2014-07-15,会議費,410.0,スターバックス　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2073
2014-07-17,会議費,7538.0,インドレストランカナ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2074
2014-07-19,会議費,5842.0,PIZZA SALVATORE CUOMO　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2075
2014-07-20,会議費,3244.0,PIZZA SALVATORE CUOMO　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2076
2014-07-20,会議費,2038.0,モスバーガー　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2077
2014-07-23,会議費,1852.0,PLEASIS　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2078
2014-07-25,会議費,1831.0,喫茶室ルノアール　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2085
2014-07-26,会議費,7963.0,うな菊　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2086
2014-07-30,会議費,2580.0,居酒屋神門　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2090
2014-07-31,会議費,4426.0,デリズ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2091
2014-06-11,会議費,6621.0,社長カード決済　キノーズコーヒーショップ　打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2092
2014-06-25,会議費,5602.0,社長カード決済　キノーズコーヒーショップ　打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2101
2014-07-02,会議費,8500.0,社長カード決済　Gino　打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2104
2014-07-09,会議費,8565.0,社長カード決済　マルザック　打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2106
2014-07-13,会議費,7850.0,社長カード決済　喃風　打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2109
2014-06-26,会議費,6852.0,社長カード決済　マルザック　打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2141
2014-08-02,会議費,5103.0,PIZZA SALVATORE CUOMO　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2158
2014-08-02,会議費,3704.0,北京厨房　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2159
2014-08-04,会議費,3176.0,デリズ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2165
2014-08-05,会議費,320.0,スターバックス　　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2166
2014-08-09,会議費,3343.0,とんかつ心　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2171
2014-08-09,会議費,3867.0,ビバパエリア　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2172
2014-08-10,会議費,4899.0,PIZZA SALVATORE CUOMO　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2173
2014-08-11,会議費,1695.0,壱番屋　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2174
2014-08-12,会議費,680.0,スターバックス　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2175
2014-08-14,会議費,5612.0,レストハウス栄　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2179
2014-08-15,会議費,6040.0,維新號　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2182
2014-08-15,会議費,960.0,スターバックス　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2183
2014-08-16,会議費,4958.0,PIZZA SALVATORE CUOMO　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2185
2014-08-17,会議費,1140.0,スターバックス　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2186
2014-08-18,会議費,680.0,スターバックス　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2187
2014-08-20,会議費,871.0,珈琲館　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2190
2014-08-20,会議費,4630.0,JAI HIND　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2194
2014-08-22,会議費,3038.0,ティーヌン　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2195
2014-08-23,会議費,5167.0,とんかつ心　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2197
2014-08-24,会議費,4499.0,マルエツ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2198
2014-08-24,会議費,1982.0,モスバーガー　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2199
2014-08-25,会議費,649.0,Piers Caf?　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2200
2014-08-25,会議費,7825.0,中西　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2201
2014-08-27,会議費,320.0,スターバックス　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2203
2014-08-27,会議費,6945.0,御膳火鍋　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2207
2014-07-24,会議費,5602.0,社長カード決済　マルザック打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2221
2014-07-24,会議費,2963.0,社長カード決済　キノーズコーヒーショップ打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2223
2014-08-05,会議費,6500.0,社長カード決済　PLEASIS打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2233
2014-08-06,会議費,6436.0,社長カード決済　キノーズコーヒーショップ打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2234
2014-08-08,会議費,5010.0,社長カード決済　PLEASIS打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2236
2014-08-17,会議費,3890.0,社長カード決済　佐野プレミアム・アウトレット　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2264
2014-07-28,会議費,1500.0,社長カード決済　ＰＬＥＡＳＩＳ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2265
2014-07-30,会議費,2580.0,社長カード決済　和食居酒屋神門　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2267
2014-08-06,会議費,4060.0,社長カード決済　サッポロライオン　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2271
2014-08-07,会議費,1667.0,社長カード決済　ＫＩＮＡ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2272
2014-08-15,会議費,6584.0,社長カード決済　なんばＣＩＴＹ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2277
2014-09-03,会議費,680.0,スターバックス　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2284
2014-09-03,会議費,2556.0,エチカフィット　打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2285
2014-09-06,会議費,3513.0,PIZZA SALVATORE CUOMO　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2288
2014-09-06,会議費,7550.0,逸品火鍋　打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2289
2014-09-08,会議費,842.0,ローソン　来客用飲料代,new_2011000053_sa_26_11.csv,2291
2014-09-13,会議費,7270.0,逸品火鍋　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2303
2014-09-15,会議費,4538.0,PIZZA SALVATORE CUOMO　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2305
2014-09-17,会議費,3300.0,利久　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2308
2014-09-18,会議費,1519.0,サンマルクカフェ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2311
2014-09-18,会議費,1945.0,オオドリー　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2312
2014-09-18,会議費,2908.0,バーンサイアム　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2313
2014-09-20,会議費,5260.0,とんかつ心　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2317
2014-09-21,会議費,5108.0,PIZZA SALVATORE CUOMO　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2318
2014-09-21,会議費,3538.0,デリズ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2319
2014-09-22,会議費,4325.0,デリズ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2320
2014-09-24,会議費,1713.0,Caffe alleta　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2324
2014-09-28,会議費,2862.0,楽園王様のインドカレー　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2330
2014-09-09,会議費,2819.0,社長カード決済　ロイヤルホスト　打ち合わせ　飲食費,new_2011000053_sa_26_11.csv,2337
2014-09-02,会議費,3158.0,社長カード決済　ねぎし青山通り店　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2377
2014-09-07,会議費,4600.0,社長カード決済　カプリチョーザ池袋東口店　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2379
2014-09-14,会議費,7121.0,社長カード決済　池袋パルコ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2391
2014-10-03,会議費,3889.0,PLEASIS　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2404
2014-10-03,会議費,2315.0,羽根屋　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2405
2014-10-05,会議費,5834.0,とんかつ心　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2408
2014-10-06,会議費,4630.0,ラジャ・ヴェッタ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2409
2014-10-11,会議費,6028.0,とんかつ心　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2414
2014-10-11,会議費,2979.0,グルメックス　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2416
2014-10-12,会議費,4910.0,PIZZA SALVATORE CUOMO　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2417
2014-10-12,会議費,2000.0,北京厨房　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2418
2014-10-13,会議費,8889.0,うな菊　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2419
2014-10-14,会議費,280.0,スターバックス　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2420
2014-10-15,会議費,2366.0,ASIASIA　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2422
2014-10-15,会議費,2917.0,Echika fit 永田町　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2423
2014-10-18,会議費,6845.0,地中海魚丸　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2428
2014-10-19,会議費,3075.0,北京厨房　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2429
2014-10-19,会議費,6028.0,とんかつ心　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2430
2014-10-21,会議費,320.0,スターバックス　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2431
2014-10-23,会議費,5811.0,御膳火鍋　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2437
2014-10-24,会議費,1112.0,マザームーンカフェ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2438
2014-10-25,会議費,4260.0,デリズ　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2439
2014-10-28,会議費,680.0,スターバックス　打ち合わせ　飲食代,new_2011000053_sa_26_11.csv,2440
2014-03-28,会議費,5029.0,社長カード決済　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2470
2014-03-29,会議費,10029.0,社長カード決済　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2472
2014-04-01,会議費,3500.0,社長カード決済　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2474
2014-04-03,会議費,10917.0,社長カード決済　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2477
2014-04-10,会議費,4760.0,社長カード決済　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2479
2014-05-01,会議費,3492.0,社長カード決済　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2480
2014-05-31,会議費,3492.0,社長カード決済　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2482
2014-11-09,会議費,6028.0,とんかつ一心　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2647
2014-11-06,会議費,2519.0,デリズ池袋　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2648
2014-11-01,会議費,6028.0,とんかつ一心　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2649
2014-11-01,会議費,460.0,10/30スターバックス　打ち合わせ喫茶代,new_2011000053_sa_26_11.csv,2654
2014-11-01,会議費,1640.0,9/27フレッシュネスバーガー　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2655
2014-11-17,会議費,6482.0,御膳火鍋　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2657
2014-11-01,会議費,640.0,10/29スターバックス　打ち合わせ喫茶代,new_2011000053_sa_26_11.csv,2658
2014-11-10,会議費,621.0,プロント　打ち合わせ喫茶代,new_2011000053_sa_26_11.csv,2660
2014-11-18,会議費,2223.0,デリズ渋谷店　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2661
2014-11-16,会議費,6862.0,インドレストランKHANA　打ち合わせ飲食代,new_2011000053_sa_26_11.csv,2662
2014-11-26,会議費,3445.0,バーンサイアム　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2663
2014-11-20,会議費,320.0,スターバックス　打ち合わせ喫茶代,new_2011000053_sa_26_11.csv,2664
2014-11-11,会議費,2871.0,デリズ渋谷店　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2665
2014-11-07,会議費,600.0,スターバックス　打ち合わせ喫茶代,new_2011000053_sa_26_11.csv,2666
2014-11-04,会議費,600.0,スターバックス　打ち合わせ喫茶代,new_2011000053_sa_26_11.csv,2667
2014-11-21,会議費,8908.0,山そば　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2669
2014-11-25,会議費,640.0,スターバックス　打ち合わせ喫茶代,new_2011000053_sa_26_11.csv,2670
2014-11-27,会議費,680.0,スターバックス　打ち合わせ喫茶代,new_2011000053_sa_26_11.csv,2671
2014-11-24,会議費,5008.0,㈱ﾜｲｽﾞﾃｰﾌﾞﾙｺｰﾎﾟﾚｰｼｮﾝ　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2672
2014-11-15,会議費,5008.0,㈱ﾜｲｽﾞﾃｰﾌﾞﾙｺｰﾎﾟﾚｰｼｮﾝ　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2673
2014-11-23,会議費,6028.0,とんかつ一心　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2675
2014-11-13,会議費,5378.0,ダイニングここち　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2677
2014-11-30,会議費,1571.0,サイゼリア　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2678
2014-11-26,会議費,2405.0,ココ壱番屋　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2679
2014-11-13,会議費,686.0,エクセルシオール　打ち合わせ喫茶代,new_2011000053_sa_26_11.csv,2680
2014-11-10,会議費,3239.0,ロイヤルホスト　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2681
2014-11-01,会議費,1852.0,4/10鮨しら川　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2716
2014-11-01,会議費,2732.0,7/14デリｽﾞ池袋店　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2718
2014-11-14,会議費,1525.0,ローソン　打合せ飲物代,new_2011000053_sa_26_11.csv,2729
2014-10-07,会議費,2368.0,社長カード決済　カプリチョーザ　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2747
2014-10-08,会議費,7176.0,社長カード決済　マルザック　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2749
2014-10-15,会議費,7175.0,社長カード決済　炭寅　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2754
2014-09-13,会議費,2639.0,社長カード決済　キノーズコーヒーショップ　打合せ喫茶代,new_2011000053_sa_26_11.csv,2756
2014-10-21,会議費,6389.0,社長カード決済　MARZAC　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2783
2014-10-23,会議費,7000.0,社長カード決済　BRIGHT　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2787
2014-10-26,会議費,5020.0,社長カード決済　カプリチョーザ　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2788
2014-11-03,会議費,5176.0,社長カード決済　海老善　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2799
2014-10-21,会議費,5139.0,社長カード決済　キノーズコーヒーショップ　打ち合わせ喫茶代,new_2011000053_sa_26_11.csv,2821
2014-10-25,会議費,2825.0,社長カード決済　キノーズコーヒーショップ　打ち合わせ喫茶代,new_2011000053_sa_26_11.csv,2822
2014-11-03,会議費,3612.0,社長カード決済　北京厨房　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2823
2014-09-26,会議費,2500.0,ダイナースクラブ　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2844
2014-09-30,会議費,4223.0,ダイナースクラブ　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2845
2014-10-01,会議費,8652.0,ダイナースクラブ　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2846
2014-10-07,会議費,950.0,ダイナースクラブ　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2847
2014-10-07,会議費,880.0,ダイナースクラブ　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2848
2014-10-08,会議費,8362.0,ダイナースクラブ　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2849
2014-10-11,会議費,2363.0,ダイナースクラブ　AMAZON.co.jp　来客用飲料,new_2011000053_sa_26_11.csv,2850
2014-11-28,会議費,6481.0,社長カード決済　インド料理ゴングル　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2869
2014-11-08,会議費,4426.0,社長カード決済　北京厨房　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2875
2014-03-29,会議費,4486.0,社長カード決済　ピザーラ　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2942
2014-04-01,会議費,5980.0,社長カード決済　渋谷ヒカリエ　打ち合わせ食事代,new_2011000053_sa_26_11.csv,2943
2014-12-03,会議費,12460.0,ＵＮＥＴＴＯ　㈱ＬＩＸＩＬ小田氏、重岡、森井3名打合せ,new_SW00000027.csv,1222
2014-12-07,会議費,2800.0,三河屋綾部商店　社員8名打合せ,new_SW00000027.csv,1229
2014-12-07,会議費,8942.0,碧　研修後３名打合せ,new_SW00000027.csv,1231
2014-12-10,会議費,7961.0,冨和利　社員・スタッフ８名打合せ,new_SW00000027.csv,1238
2014-12-12,会議費,15160.0,春菜魚　ＩＳキューブ川原氏、安成氏、重岡・森井４名打合せ,new_SW00000027.csv,1244
2014-12-14,会議費,14540.0,権八　アベルコ林部長、重岡・森井３名打合せ,new_SW00000027.csv,1249
2014-12-16,会議費,9340.0,四万十　リビングイズ鈴木社長、重岡打合せ,new_SW00000027.csv,1255
2014-12-17,会議費,44868.0,竈屋　ＬＩＸＩＬ渡辺氏、近江氏、多田氏他９名打合せ,new_SW00000027.csv,1258
2014-12-21,会議費,14630.0,権八　ＩＳキューブ川原氏、重岡・森井３名打合せ,new_SW00000027.csv,1273
2014-12-28,会議費,12740.0,権八　アクシス一宮氏、重岡・森井３名打合せ,new_SW00000027.csv,1288
2014-12-30,会議費,9670.0,ＣＯＬＬＥＢＥＲＥＴＯ　重岡・森井打合せ,new_SW00000027.csv,1297
2015-01-04,会議費,8063.0,熱中屋　ＩＳキューブ　川原氏、重岡打合せ,new_SW00000027.csv,1303
2015-01-07,会議費,8870.0,ＣＯＬＬＥＢＥＲＥＴＯ　ＬＩＸＩＬ安蒜氏、重岡打合せ,new_SW00000027.csv,1312
2015-01-15,会議費,6015.0,魚然　ランチミーティング,new_SW00000027.csv,1332
2015-01-18,会議費,8510.0,碧　ＩＳキューブ川原氏、重岡打合せ,new_SW00000027.csv,1339
2015-01-22,会議費,14706.0,ドミノピザ　ランチミーティング８名,new_SW00000027.csv,1350
2015-01-24,会議費,10920.0,別亭神田新八　バーグ安成氏、川原氏、重岡３名打合せ,new_SW00000027.csv,1356
2015-01-28,会議費,5986.0,冨和利　㈱ＬＩＸＩＬ水谷氏、重岡打合せ,new_SW00000027.csv,1369
2015-02-07,会議費,3000.0,マルヨ　ランチミーティング,new_SW00000027.csv,1405
2015-02-17,会議費,6588.0,魚然　ランチミーティング５名,new_SW00000027.csv,1431
2015-02-22,会議費,18198.0,でーびる沖縄　アクシス一宮社長、山内氏、重岡・森井４名打合せ,new_SW00000027.csv,1445
2015-02-25,会議費,8790.0,彩とう　タートルコーポレーション亀井氏、重岡打合せ,new_SW00000027.csv,1452
2015-02-28,会議費,1750.0,マルヨ　ランチミーティング,new_SW00000027.csv,1456
2015-03-01,会議費,14260.0,権八　テイスト桜庭氏、重岡・森井３名打合せ,new_SW00000027.csv,2178
2015-03-08,会議費,9340.0,ＬＩＢＲＡ　ＩＳキューブ川原氏・重岡打合せ,new_SW00000027.csv,2196
2015-03-11,会議費,1650.0,博多流斗樹　ランチミーティング,new_SW00000027.csv,2210
2015-03-11,会議費,1840.0,半平　アベルコ林部長・重岡打合せ,new_SW00000027.csv,2211
2015-03-12,会議費,17470.0,ワインバルｍｉｙａｂｉ　ﾘｸｼﾙ水谷氏・重岡・森井・田中４名打合せ,new_SW00000027.csv,2215
2015-03-15,会議費,7128.0,でーびる沖縄　BOS川原氏・森井打合せ,new_SW00000027.csv,2222
2015-03-21,会議費,11340.0,銀座沼津港　ＩＳキューブ川原氏・重岡・森井３名打合せ,new_SW00000027.csv,2235
2015-03-22,会議費,9040.0,ほたる　Palm曽我社長・森井打合せ,new_SW00000027.csv,2237
2015-03-24,会議費,7670.0,冨和利　カルミック成相氏・重岡打合せ,new_SW00000027.csv,2241
2015-03-25,会議費,8380.0,サカナバル　テイス桜庭社長・重岡打合せ,new_SW00000027.csv,2242
2015-03-26,会議費,2800.0,ＴＹＨＡＲＢＯＲ　梓設計土肥口常務・重岡打合せ,new_SW00000027.csv,2249
2015-03-27,会議費,7530.0,はらから　テムズ板井川社長・重岡打合せ,new_SW00000027.csv,2255
2015-03-29,会議費,10573.0,ＰＡＥＺＯ　ＢＯＳ川原氏・重岡・森井３名打合せ,new_SW00000027.csv,2262
2015-03-31,会議費,1070.0,喫茶さくら　打合せ,new_SW00000027.csv,2266
2015-04-01,会議費,2140.0,ＡＰＲＯＳｆｏｏｄＭＡＲＫＥＴ　ガイア池内氏森井打合せ,new_SW00000027.csv,2523
2015-04-03,会議費,6600.0,神田きくかわ　東朋システム松山社長・重岡・森井打合せ,new_SW00000027.csv,2531
2015-04-03,会議費,1188.0,ＣＯＦＦＥＥリーム　ＬＩＸＩＬ宇野部長・重岡・森井打合せ,new_SW00000027.csv,2532
2015-04-05,会議費,9641.0,銀座沼津港　ＢＯＳ川原氏・重岡打合せ,new_SW00000027.csv,2538
2015-04-08,会議費,18540.0,銀座わらやき屋　ＬＩＸＩＬ小田氏・内園氏・重岡・森井４名打合せ,new_SW00000027.csv,2552
2015-04-08,会議費,1800.0,マルヨ　スタッフ打合せ３名,new_SW00000027.csv,2553
2015-04-12,会議費,10184.0,銀座沼津港　ＢＯＳ川原氏・重岡・森井３名打合せ,new_SW00000027.csv,2566
2015-04-14,会議費,2700.0,たかの家　グローエ森社長・重岡・森井打合せ,new_SW00000027.csv,2574
2015-04-14,会議費,8490.0,ワインバルｍｉｙａｂｉ　カルミック成相氏・重岡打合せ,new_SW00000027.csv,2575
2015-04-16,会議費,3864.0,菜香苑　ランチミーティング４名,new_SW00000027.csv,2577
2015-04-17,会議費,9780.0,ＴＵＲＲＥＴＵＲＲＥ　グローエ樋沢氏・重岡打合せ,new_SW00000027.csv,2580
2015-04-18,会議費,7236.0,でーびる沖縄　テイスト桜庭氏・重岡打合せ,new_SW00000027.csv,2584
2015-04-19,会議費,8795.0,銀座沼津港　カルミック成相氏・重岡打合せ,new_SW00000027.csv,2587
2015-04-20,会議費,4140.0,菜香苑　ランチミーティング４名,new_SW00000027.csv,2591
2015-04-21,会議費,23520.0,ＭＡＣＨＩＫＡＴＡ　社員打合せ５名,new_SW00000027.csv,2593
2015-04-24,会議費,9120.0,四万十　平田タイル金廣氏・重岡打合せ,new_SW00000027.csv,2601
2015-04-26,会議費,11275.0,ＰＡＥＺＯ　ＢＯＳ川原氏・重岡・森井３名打合せ,new_SW00000027.csv,2605
2015-04-27,会議費,2270.0,珈琲茶館集　カルミック成相氏・重岡・森井打合せ,new_SW00000027.csv,2607
2015-04-28,会議費,7200.0,アンカルネ　アクシス一ノ宮氏・重岡打合せ,new_SW00000027.csv,2610
2015-04-29,会議費,3530.0,マルヨ　スタッフ打合せ３名,new_SW00000027.csv,2611
2015-04-29,会議費,6120.0,菜香苑　ランチミーティング５名,new_SW00000027.csv,2614
2015-04-30,会議費,18867.0,とめ手羽　ＬＩＸＩＬ魚住氏・水谷氏・重岡・森井４名打合せ,new_SW00000027.csv,2619
2015-04-30,会議費,3600.0,うなぎ青葉　プライアコーポ大澤氏・森井打合せ,new_SW00000027.csv,2621
2015-05-01,会議費,3000.0,かつ新　カルミック成相氏、重岡打合せ,new_SW00000027.csv,3011
2015-05-02,会議費,10832.0,銀座沼津港　スタッフ打合せ３名,new_SW00000027.csv,3015
2015-05-03,会議費,6130.0,すぎのこ　ランチミーティング３名,new_SW00000027.csv,3017
2015-05-04,会議費,7797.0,かざくら　アクシス一ノ宮氏、重岡打合せ,new_SW00000027.csv,3021
2015-05-05,会議費,11545.0,ほたる　ＢＯＳ川原氏、安成氏、重岡３名打合せ,new_SW00000027.csv,3025
2015-05-06,会議費,8504.0,銀座沼津港　ランチミーティング３名,new_SW00000027.csv,3026
2015-05-07,会議費,14310.0,梨の家　グローエ森社長、重岡・森井３名打合せ,new_SW00000027.csv,3028
2015-05-09,会議費,9990.0,車　ＬＩＸＩＬ鈴木氏、重岡打合せ,new_SW00000027.csv,3035
2015-05-12,会議費,23662.0,八吉　ＬＩＸＩＬ松下氏、川角氏、重岡・森井４名打合せ,new_SW00000027.csv,3047
2015-05-13,会議費,7900.0,みずた　梓設計土肥口常務、重岡打合せ,new_SW00000027.csv,3052
2015-05-15,会議費,11660.0,Ｈａｒｕ　ＬＩＸＩＬ水谷氏、重岡、田中３名打合せ,new_SW00000027.csv,3059
2015-05-16,会議費,9490.0,春菜魚　スタッフ２名打合せ,new_SW00000027.csv,3061
2015-05-16,会議費,2550.0,マルヨ　ランチミーティング３名,new_SW00000027.csv,3062
